Node ID,Node Type,Node Name,Position X,Position Y,Template ID,Email Subject,Email Body,SMS Text,Voicemail Script,Config JSON,Edge From,Edge To,Edge Condition
N050,tag,Tag: Cold,900,1000,,,,,,"{ ""tag"": ""cold"" }",N050,N086,{}
N051,stage,STAGE: Day 7 - Final Push,1300,900,,,,,,{},N051,N052,{}
N052,wait,Wait: Until Day 7,1500,900,,,,,,"{ ""duration"": ""P2D"" }",N052,N053,{}
N053,sms_send,Send: SMS Urgency,1700,900,cfo_ins_sms_03_urgency,,,"Hi {{contact.first_name}}, month-end close coming up. Imagine closing in 4 days instead of 3 weeks. That's what automated reconciliation does. Quick demo this week? Book here: {{landing_page_url}}",,"{ ""template_id"": ""cfo_ins_sms_03_urgency"" }",N053,N054,{}
N054,wait,Wait: 3 Hours,1900,900,,,,,,"{ ""duration"": ""PT3H"" }",N054,N055,{}
N055,voicemail_drop,Drop: VM Value Prop,2100,900,cfo_ins_vm_02_value,,,,"Hi {{contact.first_name}}, {{sender.name}} from Paycile following up. I wanted to share a quick stat: The average insurance CFO spends 96 days per year on manual reconciliation. We automate that entire process, giving you real-time visibility and perfect accuracy. Insurance-specific demo takes just 30 minutes. Book at paycile.com/landing/cfo-insurance. Thanks!","{ ""template_id"": ""cfo_ins_vm_02_value"" }",N055,N056,{}
N056,wait,Wait: 4 Hours,2300,900,,,,,,"{ ""duration"": ""PT4H"" }",N056,N057,{}
N057,email_send,Send: Objection Handler Email,2500,900,cfo_ins_email_05_objection,Concerned about implementation complexity?,"{{contact.first_name}},

The most common objection I hear from insurance CFOs:

*""This sounds great, but we can't afford the disruption of implementing new systems during close season.""*

I get it. Your team is already maxed out.

Here's what you should know:
• **Implementation:** 30-45 days, not 6-12 months
• **Disruption:** We run parallel to your existing process until you're confident
• **Training:** Your team is up and running in 2-3 days
• **ROI:** Most clients see positive ROI in the first month

One CFO recently told me: *""The cost of NOT implementing was higher than implementing. We were losing $40K/month in productivity.""*

Worth a 30-minute conversation to see if it's right for you?

**Schedule here:** {{landing_page_url}}

Paycile",,,"{ ""template_id"": ""cfo_ins_email_05_objection"" }",N057,N058,{}
N058,wait,Wait: 2 Days,2700,900,,,,,,"{ ""duration"": ""P2D"" }",N058,N059,{}
N059,decision,Check: Any Engagement?,2900,900,,,,,,"{ ""condition"": ""any_activity"" }",N059,N060,"{ ""any_activity"": true }"
N059,decision,Check: Any Engagement?,2900,900,,,,,,"{ ""condition"": ""any_activity"" }",N059,N086,"{ ""any_activity"": false }"
N060,task,TASK: BDR Last Attempt Call,3100,850,,,,,,"{ ""assign_to"": ""BDR"" }",N060,N061,{}
N061,stage,STAGE: Positive Response Received,3500,150,,,,,,{},N061,N062,{}
N062,tag,Tag: DEMO-REQUESTED,3700,150,,,,,,"{ ""tag"": ""demo-requested"" }",N062,N063,{}
N063,task,TASK: Schedule Demo,3900,150,,,,,,"{ ""assign_to"": ""BDR"", ""priority"": ""urgent"", ""note"": ""Schedule CFO demo ASAP"" }",N063,N064,{}
N064,wait,Wait: 1 Hour,4100,150,,,,,,"{ ""duration"": ""PT1H"" }",N064,N065,{}
N065,email_send,Send: Demo Confirmation,4300,150,demo_confirmation,Your Paycile Demo - {{demo_date}},Thanks for booking! Demo details...,,,"{ ""template_id"": ""demo_confirmation"", ""subject"": ""Your Paycile Demo - {{demo_date}}"" }",N065,N066,{}
N066,wait,Wait: Until 1 Day Before Demo,4500,150,,,,,,"{ ""duration"": ""until_demo_minus_1d"" }",N066,N067,{}
N067,sms_send,Send: Demo Reminder SMS,4700,150,demo_reminder,,,"Hi {{contact.first_name}}, reminder: Your Paycile demo is tomorrow at {{demo_time}}. Looking forward to it!",,"{ ""template_id"": ""demo_reminder"", ""text"": ""Hi {{contact.first_name}}, reminder: Your Paycile demo is tomorrow at {{demo_time}}. Looking forward to it!"" }",N067,N068,{}
N068,wait,Wait: Until Demo Time,4900,150,,,,,,"{ ""duration"": ""until_demo_time"" }",N068,N069,{}
N069,task,TASK: Demo Conducted,5100,150,,,,,,"{ ""assign_to"": ""Sales"", ""note"": ""Mark demo as completed"" }",N069,N070,{}
N070,decision,Check: Demo Attended?,5300,150,,,,,,"{ ""condition"": ""demo_attended"" }",N070,N071,"{ ""demo_attended"": true }"
N070,decision,Check: Demo Attended?,5300,150,,,,,,"{ ""condition"": ""demo_attended"" }",N070,N081,"{ ""demo_attended"": false }"
N071,stage,STAGE: Post-Demo Follow-up,5500,100,,,,,,{},N071,N072,{}
N072,wait,Wait: 2 Hours After Demo,5700,100,,,,,,"{ ""duration"": ""PT2H"" }",N072,N073,{}
N073,email_send,Send: Thank You + Next Steps,5900,100,demo_thank_you,Thanks for your time today {{contact.first_name}},Great connecting today...,,,"{ ""template_id"": ""demo_thank_you"", ""subject"": ""Thanks for your time today {{contact.first_name}}"" }",N073,N074,{}
N074,wait,Wait: 1 Day,6100,100,,,,,,"{ ""duration"": ""P1D"" }",N074,N075,{}
N075,task,TASK: Send Proposal,6300,100,,,,,,"{ ""assign_to"": ""Sales"", ""note"": ""Send custom proposal"" }",N075,N076,{}
N076,wait,Wait: 2 Days,6500,100,,,,,,"{ ""duration"": ""P2D"" }",N076,N077,{}
N077,decision,Check: Proposal Response?,6700,100,,,,,,"{ ""condition"": ""proposal_response"" }",N077,N080,"{ ""proposal_response"": true }"
N077,decision,Check: Proposal Response?,6700,100,,,,,,"{ ""condition"": ""proposal_response"" }",N077,N078,"{ ""proposal_response"": false }"
N078,email_send,Send: Proposal Follow-up,6900,150,proposal_follow_up,Following up on proposal,Questions on the proposal?,,,"{ ""template_id"": ""proposal_follow_up"" }",N078,N079,{}
N079,task,TASK: Sales Call,7100,150,,,,,,"{ ""assign_to"": ""Sales"" }",N079,N080,{}
N080,goal,GOAL: Opportunity Created,7300,50,,,,,,{},,,
N081,stage,STAGE: Demo No-Show Recovery,5500,250,,,,,,{},N081,N082,{}
N082,email_send,Send: Sorry We Missed You,5700,250,demo_no_show,We missed you at today's demo,No worries - want to reschedule?,,,"{ ""template_id"": ""demo_no_show"", ""subject"": ""We missed you at today's demo"" }",N082,N083,{}
N083,sms_send,Send: Reschedule SMS,5900,250,,,,"Hi {{contact.first_name}}, we missed you at the demo. Want to reschedule? {{landing_page_url}}",,"{ ""text"": ""Hi {{contact.first_name}}, we missed you at the demo. Want to reschedule? {{landing_page_url}}"" }",N083,N084,{}
N084,wait,Wait: 2 Days,6100,250,,,,,,"{ ""duration"": ""P2D"" }",N084,N085,{}
N085,decision,Check: Rescheduled?,6300,250,,,,,,"{ ""condition"": ""demo_rescheduled"" }",N085,N066,"{ ""demo_rescheduled"": true }"
N085,decision,Check: Rescheduled?,6300,250,,,,,,"{ ""condition"": ""demo_rescheduled"" }",N085,N086,"{ ""demo_rescheduled"": false }"
N086,stage,STAGE: Long-term Nurture,3100,1000,,,,,,{},N086,N087,{}
N087,wait,Wait: 30 Days,3300,1000,,,,,,"{ ""duration"": ""P30D"" }",N087,N088,{}
N088,email_send,Send: Re-engagement Email,3500,1000,reengagement_30d,Still struggling with manual reconciliation?,Following up on multi-entity automation...,,,"{ ""template_id"": ""reengagement_30d"", ""subject"": ""Still struggling with manual reconciliation?"" }",N088,N089,{}
N089,decision,Check: Re-engaged?,3700,1000,,,,,,"{ ""condition"": ""email_opened"" }",N089,N004,"{ ""email_opened"": true }"
N089,decision,Check: Re-engaged?,3700,1000,,,,,,"{ ""condition"": ""email_opened"" }",N089,N090,"{ ""email_opened"": false }"
N090,exit,EXIT: End Campaign,3900,1050,,,,,,{},,,















